datum,sat,minut,restoran,broj_gostiju,jelo,status,ocena,termin,dan_u_nedelji,mesec
2026-03-23,20,0,Stara Srpska Kuća,6,Pileći medaljoni,cancelled,5,2026-03-23 20:00:00,Monday,March
2026-01-30,18,30,Sonic Restaurant,2,Punjene pečurke,confirmed,5,2026-01-30 18:30:00,Friday,January
2026-03-20,18,30,Sonic Restaurant,1,Tiramisu,completed,4,2026-03-20 18:30:00,Friday,March
2026-04-01,13,30,Villa Nova,5,Karađorđeva šnicla,confirmed,4,2026-04-01 13:30:00,Wednesday,April
2026-06-28,13,0,Stara Srpska Kuća,6,Karađorđeva šnicla,confirmed,5,2026-06-28 13:00:00,Sunday,June
2026-07-10,21,30,Zlatna Ribica,4,Karađorđeva šnicla,confirmed,3,2026-07-10 21:30:00,Friday,July
2026-02-21,12,0,Stara Srpska Kuća,5,Rižoto sa plodovima mora,confirmed,3,2026-02-21 12:00:00,Saturday,February
2026-06-15,19,30,Sonic Restaurant,2,Pršuta i sir,completed,4,2026-06-15 19:30:00,Monday,June
2026-03-20,20,0,Zlatna Ribica,2,Baklava,completed,2,2026-03-20 20:00:00,Friday,March
2026-01-30,13,30,Sonic Restaurant,2,Punjene pečurke,cancelled,3,2026-01-30 13:30:00,Friday,January
2026-04-16,21,0,Sonic Restaurant,5,Karađorđeva šnicla,confirmed,4,2026-04-16 21:00:00,Thursday,April
2026-02-20,12,30,Stara Srpska Kuća,2,Pileći medaljoni,confirmed,4,2026-02-20 12:30:00,Friday,February
2026-03-22,13,0,Sonic Restaurant,6,Palačinke,cancelled,3,2026-03-22 13:00:00,Sunday,March
2026-05-13,12,30,Zlatna Ribica,2,Rižoto sa plodovima mora,confirmed,5,2026-05-13 12:30:00,Wednesday,May
2026-01-29,19,30,Sonic Restaurant,1,Pileći medaljoni,completed,5,2026-01-29 19:30:00,Thursday,January
2026-05-12,21,0,Rustika,2,Tiramisu,confirmed,5,2026-05-12 21:00:00,Tuesday,May
2026-05-18,21,30,Zlatna Ribica,2,Šopska salata,confirmed,4,2026-05-18 21:30:00,Monday,May
2026-07-03,19,0,Sonic Restaurant,4,Šopska salata,confirmed,4,2026-07-03 19:00:00,Friday,July
2026-05-25,21,0,Stara Srpska Kuća,4,Grilovani list,cancelled,5,2026-05-25 21:00:00,Monday,May
2026-03-15,21,30,Sonic Restaurant,5,Rižoto sa plodovima mora,completed,4,2026-03-15 21:30:00,Sunday,March
2026-01-17,12,0,Trpeza Balkana,2,Karađorđeva šnicla,confirmed,3,2026-01-17 12:00:00,Saturday,January
2026-03-25,20,30,Stara Srpska Kuća,4,Pršuta i sir,cancelled,3,2026-03-25 20:30:00,Wednesday,March
2026-03-10,19,30,Rustika,4,Karađorđeva šnicla,confirmed,4,2026-03-10 19:30:00,Tuesday,March
2026-02-03,13,0,Stara Srpska Kuća,3,Baklava,confirmed,4,2026-02-03 13:00:00,Tuesday,February
2026-01-06,18,30,Rustika,4,Baklava,completed,4,2026-01-06 18:30:00,Tuesday,January
2026-02-22,20,0,Stara Srpska Kuća,2,Pileći medaljoni,completed,4,2026-02-22 20:00:00,Sunday,February
2026-07-13,13,0,Rustika,2,Karađorđeva šnicla,confirmed,5,2026-07-13 13:00:00,Monday,July
2026-07-24,13,30,Sonic Restaurant,6,Karađorđeva šnicla,confirmed,3,2026-07-24 13:30:00,Friday,July
2026-05-06,21,30,Sonic Restaurant,2,Baklava,cancelled,5,2026-05-06 21:30:00,Wednesday,May
2026-02-12,13,0,Stara Srpska Kuća,2,Pršuta i sir,cancelled,4,2026-02-12 13:00:00,Thursday,February
2026-07-22,12,0,Sonic Restaurant,2,Šopska salata,cancelled,4,2026-07-22 12:00:00,Wednesday,July
2026-04-25,20,30,Villa Nova,3,Grilovani list,confirmed,5,2026-04-25 20:30:00,Saturday,April
2026-04-21,20,30,Stara Srpska Kuća,2,Pileći medaljoni,completed,3,2026-04-21 20:30:00,Tuesday,April
2026-05-31,20,30,Stara Srpska Kuća,5,Šopska salata,confirmed,3,2026-05-31 20:30:00,Sunday,May
2026-07-02,20,30,Zlatna Ribica,4,Pileći medaljoni,cancelled,4,2026-07-02 20:30:00,Thursday,July
2026-03-21,19,0,Sonic Restaurant,4,Pršuta i sir,confirmed,5,2026-03-21 19:00:00,Saturday,March
2026-04-05,19,30,Zlatna Ribica,2,Šopska salata,confirmed,5,2026-04-05 19:30:00,Sunday,April
2026-07-22,19,0,Trpeza Balkana,2,Karađorđeva šnicla,confirmed,5,2026-07-22 19:00:00,Wednesday,July
2026-04-28,20,0,Stara Srpska Kuća,6,Karađorđeva šnicla,cancelled,2,2026-04-28 20:00:00,Tuesday,April
2026-05-24,13,30,Rustika,6,Pileći medaljoni,completed,3,2026-05-24 13:30:00,Sunday,May
2026-01-08,13,0,Sonic Restaurant,3,Karađorđeva šnicla,confirmed,3,2026-01-08 13:00:00,Thursday,January
2026-05-12,13,30,Stara Srpska Kuća,2,Šopska salata,completed,4,2026-05-12 13:30:00,Tuesday,May
2026-04-14,20,0,Trpeza Balkana,2,Šopska salata,cancelled,3,2026-04-14 20:00:00,Tuesday,April
2026-05-12,13,30,Zlatna Ribica,5,Palačinke,confirmed,5,2026-05-12 13:30:00,Tuesday,May
2026-07-03,20,0,Sonic Restaurant,4,Pršuta i sir,completed,3,2026-07-03 20:00:00,Friday,July
2026-01-25,21,0,Zlatna Ribica,4,Karađorđeva šnicla,cancelled,5,2026-01-25 21:00:00,Sunday,January
2026-07-14,13,30,Stara Srpska Kuća,1,Grilovani list,confirmed,5,2026-07-14 13:30:00,Tuesday,July
2026-04-06,19,30,Sonic Restaurant,1,Baklava,confirmed,3,2026-04-06 19:30:00,Monday,April
2026-07-14,20,0,Rustika,2,Karađorđeva šnicla,confirmed,5,2026-07-14 20:00:00,Tuesday,July
2026-06-04,21,0,Stara Srpska Kuća,2,Punjene pečurke,confirmed,4,2026-06-04 21:00:00,Thursday,June
2026-04-03,21,30,Sonic Restaurant,1,Šopska salata,confirmed,4,2026-04-03 21:30:00,Friday,April
2026-06-09,19,0,Rustika,3,Rižoto sa plodovima mora,completed,4,2026-06-09 19:00:00,Tuesday,June
2026-06-27,20,30,Villa Nova,2,Rižoto sa plodovima mora,completed,4,2026-06-27 20:30:00,Saturday,June
2026-03-02,21,0,Sonic Restaurant,1,Pileći medaljoni,confirmed,4,2026-03-02 21:00:00,Monday,March
2026-05-02,13,30,Zlatna Ribica,5,Palačinke,completed,4,2026-05-02 13:30:00,Saturday,May
2026-02-20,13,0,Zlatna Ribica,4,Grilovani list,completed,3,2026-02-20 13:00:00,Friday,February
2026-05-27,20,30,Villa Nova,6,Tiramisu,cancelled,4,2026-05-27 20:30:00,Wednesday,May
2026-01-21,19,30,Rustika,2,Pršuta i sir,confirmed,4,2026-01-21 19:30:00,Wednesday,January
2026-01-05,18,0,Stara Srpska Kuća,6,Kafa,completed,5,2026-01-05 18:00:00,Monday,January
2026-07-29,13,30,Sonic Restaurant,6,Karađorđeva šnicla,cancelled,4,2026-07-29 13:30:00,Wednesday,July
2026-04-02,20,0,Sonic Restaurant,1,Karađorđeva šnicla,completed,4,2026-04-02 20:00:00,Thursday,April
2026-06-19,12,30,Trpeza Balkana,2,Baklava,confirmed,5,2026-06-19 12:30:00,Friday,June
2026-03-02,20,30,Zlatna Ribica,4,Palačinke,confirmed,4,2026-03-02 20:30:00,Monday,March
2026-01-22,12,30,Zlatna Ribica,5,Rižoto sa plodovima mora,cancelled,3,2026-01-22 12:30:00,Thursday,January
2026-05-29,20,0,Villa Nova,2,Šopska salata,confirmed,3,2026-05-29 20:00:00,Friday,May
2026-03-11,13,30,Stara Srpska Kuća,3,Palačinke,cancelled,3,2026-03-11 13:30:00,Wednesday,March
2026-01-01,20,0,Stara Srpska Kuća,6,Karađorđeva šnicla,cancelled,5,2026-01-01 20:00:00,Thursday,January
2026-05-13,21,30,Sonic Restaurant,4,Pršuta i sir,confirmed,3,2026-05-13 21:30:00,Wednesday,May
2026-01-12,18,0,Sonic Restaurant,4,Baklava,completed,5,2026-01-12 18:00:00,Monday,January
2026-03-31,13,0,Stara Srpska Kuća,4,Rižoto sa plodovima mora,confirmed,4,2026-03-31 13:00:00,Tuesday,March
2026-02-15,20,0,Stara Srpska Kuća,2,Grilovani list,confirmed,4,2026-02-15 20:00:00,Sunday,February
2026-02-03,21,30,Trpeza Balkana,2,Baklava,completed,4,2026-02-03 21:30:00,Tuesday,February
2026-06-26,20,0,Rustika,2,Rižoto sa plodovima mora,completed,5,2026-06-26 20:00:00,Friday,June
2026-03-19,13,30,Zlatna Ribica,3,Karađorđeva šnicla,confirmed,4,2026-03-19 13:30:00,Thursday,March
2026-02-14,21,0,Zlatna Ribica,3,Tiramisu,completed,4,2026-02-14 21:00:00,Saturday,February
2026-06-04,13,0,Stara Srpska Kuća,5,Pršuta i sir,confirmed,5,2026-06-04 13:00:00,Thursday,June
2026-03-14,21,0,Trpeza Balkana,6,Baklava,confirmed,4,2026-03-14 21:00:00,Saturday,March
2026-01-26,20,0,Trpeza Balkana,2,Baklava,completed,3,2026-01-26 20:00:00,Monday,January
2026-02-16,12,30,Zlatna Ribica,4,Karađorđeva šnicla,confirmed,4,2026-02-16 12:30:00,Monday,February
2026-05-01,20,0,Stara Srpska Kuća,1,Karađorđeva šnicla,cancelled,3,2026-05-01 20:00:00,Friday,May
2026-02-25,19,0,Stara Srpska Kuća,1,Grilovani list,completed,5,2026-02-25 19:00:00,Wednesday,February
2026-04-04,20,30,Stara Srpska Kuća,2,Rižoto sa plodovima mora,confirmed,5,2026-04-04 20:30:00,Saturday,April
2026-04-17,20,0,Zlatna Ribica,4,Punjene pečurke,confirmed,3,2026-04-17 20:00:00,Friday,April
2026-03-04,19,0,Rustika,2,Pršuta i sir,confirmed,5,2026-03-04 19:00:00,Wednesday,March
2026-02-17,12,0,Rustika,2,Pileći medaljoni,confirmed,5,2026-02-17 12:00:00,Tuesday,February
2026-03-02,21,0,Sonic Restaurant,1,Karađorđeva šnicla,completed,4,2026-03-02 21:00:00,Monday,March
2026-03-22,13,30,Trpeza Balkana,2,Rižoto sa plodovima mora,cancelled,4,2026-03-22 13:30:00,Sunday,March
2026-01-26,21,30,Villa Nova,4,Pileći medaljoni,cancelled,4,2026-01-26 21:30:00,Monday,January
2026-02-05,12,0,Stara Srpska Kuća,6,Pileći medaljoni,confirmed,4,2026-02-05 12:00:00,Thursday,February
2026-01-01,18,30,Sonic Restaurant,4,Karađorđeva šnicla,confirmed,5,2026-01-01 18:30:00,Thursday,January
2026-01-08,18,30,Villa Nova,2,Pršuta i sir,confirmed,4,2026-01-08 18:30:00,Thursday,January
2026-04-23,18,0,Sonic Restaurant,6,Karađorđeva šnicla,confirmed,4,2026-04-23 18:00:00,Thursday,April
2026-04-09,13,30,Rustika,4,Rižoto sa plodovima mora,completed,5,2026-04-09 13:30:00,Thursday,April
2026-06-29,18,0,Villa Nova,1,Šopska salata,completed,4,2026-06-29 18:00:00,Monday,June
2026-07-26,13,30,Trpeza Balkana,6,Karađorđeva šnicla,confirmed,4,2026-07-26 13:30:00,Sunday,July
2026-02-16,21,30,Rustika,2,Pršuta i sir,completed,5,2026-02-16 21:30:00,Monday,February
2026-05-07,12,30,Trpeza Balkana,2,Rižoto sa plodovima mora,completed,4,2026-05-07 12:30:00,Thursday,May
2026-02-25,18,0,Trpeza Balkana,6,Karađorđeva šnicla,confirmed,5,2026-02-25 18:00:00,Wednesday,February
2026-01-14,20,30,Sonic Restaurant,2,Karađorđeva šnicla,completed,5,2026-01-14 20:30:00,Wednesday,January
2026-01-28,20,0,Stara Srpska Kuća,2,Tiramisu,confirmed,4,2026-01-28 20:00:00,Wednesday,January
2026-03-19,13,0,Sonic Restaurant,1,Pileći medaljoni,completed,3,2026-03-19 13:00:00,Thursday,March
2026-05-10,13,30,Trpeza Balkana,4,Kafa,completed,3,2026-05-10 13:30:00,Sunday,May
2026-04-19,12,0,Stara Srpska Kuća,4,Pileći medaljoni,confirmed,4,2026-04-19 12:00:00,Sunday,April
2026-06-03,12,30,Stara Srpska Kuća,2,Pileći medaljoni,cancelled,5,2026-06-03 12:30:00,Wednesday,June
2026-01-14,20,0,Stara Srpska Kuća,4,Rižoto sa plodovima mora,confirmed,5,2026-01-14 20:00:00,Wednesday,January
2026-07-06,12,0,Trpeza Balkana,4,Grilovani list,completed,4,2026-07-06 12:00:00,Monday,July
2026-02-25,20,30,Villa Nova,2,Grilovani list,completed,3,2026-02-25 20:30:00,Wednesday,February
2026-04-25,19,30,Villa Nova,4,Rižoto sa plodovima mora,completed,4,2026-04-25 19:30:00,Saturday,April
2026-01-07,20,30,Sonic Restaurant,5,Pileći medaljoni,cancelled,4,2026-01-07 20:30:00,Wednesday,January
2026-01-03,21,30,Rustika,2,Karađorđeva šnicla,completed,5,2026-01-03 21:30:00,Saturday,January
2026-04-21,19,0,Trpeza Balkana,2,Grilovani list,completed,5,2026-04-21 19:00:00,Tuesday,April
2026-05-31,21,0,Zlatna Ribica,1,Grilovani list,confirmed,3,2026-05-31 21:00:00,Sunday,May
2026-04-17,20,0,Zlatna Ribica,2,Rižoto sa plodovima mora,confirmed,5,2026-04-17 20:00:00,Friday,April
2026-01-18,13,30,Stara Srpska Kuća,6,Punjene pečurke,completed,4,2026-01-18 13:30:00,Sunday,January
2026-02-07,20,0,Villa Nova,5,Baklava,completed,4,2026-02-07 20:00:00,Saturday,February
2026-04-25,13,30,Sonic Restaurant,2,Grilovani list,cancelled,5,2026-04-25 13:30:00,Saturday,April
2026-01-15,19,0,Sonic Restaurant,4,Karađorđeva šnicla,confirmed,4,2026-01-15 19:00:00,Thursday,January
2026-07-11,20,30,Trpeza Balkana,2,Rižoto sa plodovima mora,confirmed,5,2026-07-11 20:30:00,Saturday,July
2026-04-29,18,0,Sonic Restaurant,6,Palačinke,completed,5,2026-04-29 18:00:00,Wednesday,April
2026-01-28,13,0,Stara Srpska Kuća,2,Karađorđeva šnicla,cancelled,4,2026-01-28 13:00:00,Wednesday,January
2026-07-21,19,30,Zlatna Ribica,2,Punjene pečurke,cancelled,4,2026-07-21 19:30:00,Tuesday,July
2026-02-08,13,0,Stara Srpska Kuća,3,Pileći medaljoni,confirmed,4,2026-02-08 13:00:00,Sunday,February
2026-07-04,20,30,Trpeza Balkana,2,Karađorđeva šnicla,confirmed,3,2026-07-04 20:30:00,Saturday,July
2026-01-17,13,0,Zlatna Ribica,4,Rižoto sa plodovima mora,confirmed,5,2026-01-17 13:00:00,Saturday,January
2026-03-27,13,0,Zlatna Ribica,1,Grilovani list,confirmed,4,2026-03-27 13:00:00,Friday,March
2026-05-06,19,30,Zlatna Ribica,4,Palačinke,cancelled,3,2026-05-06 19:30:00,Wednesday,May
2026-02-13,19,30,Zlatna Ribica,2,Pileći medaljoni,confirmed,5,2026-02-13 19:30:00,Friday,February
2026-01-25,21,0,Zlatna Ribica,2,Pršuta i sir,confirmed,4,2026-01-25 21:00:00,Sunday,January
2026-05-25,21,0,Trpeza Balkana,2,Pršuta i sir,confirmed,5,2026-05-25 21:00:00,Monday,May
2026-01-13,13,0,Trpeza Balkana,4,Pršuta i sir,confirmed,5,2026-01-13 13:00:00,Tuesday,January
2026-01-25,19,0,Trpeza Balkana,6,Pileći medaljoni,completed,4,2026-01-25 19:00:00,Sunday,January
2026-03-09,21,0,Rustika,2,Karađorđeva šnicla,confirmed,5,2026-03-09 21:00:00,Monday,March
2026-05-18,13,0,Stara Srpska Kuća,4,Rižoto sa plodovima mora,confirmed,4,2026-05-18 13:00:00,Monday,May
2026-03-08,19,30,Sonic Restaurant,6,Karađorđeva šnicla,cancelled,4,2026-03-08 19:30:00,Sunday,March
2026-04-19,21,30,Villa Nova,2,Punjene pečurke,confirmed,5,2026-04-19 21:30:00,Sunday,April
2026-05-26,12,30,Sonic Restaurant,4,Karađorđeva šnicla,completed,5,2026-05-26 12:30:00,Tuesday,May
2026-04-21,20,0,Stara Srpska Kuća,3,Pršuta i sir,confirmed,5,2026-04-21 20:00:00,Tuesday,April
2026-04-21,12,0,Zlatna Ribica,3,Karađorđeva šnicla,completed,4,2026-04-21 12:00:00,Tuesday,April
2026-02-03,21,0,Stara Srpska Kuća,4,Tiramisu,confirmed,4,2026-02-03 21:00:00,Tuesday,February
2026-04-21,19,30,Stara Srpska Kuća,6,Rižoto sa plodovima mora,confirmed,3,2026-04-21 19:30:00,Tuesday,April
2026-01-08,20,30,Villa Nova,2,Rižoto sa plodovima mora,completed,5,2026-01-08 20:30:00,Thursday,January
2026-06-17,12,0,Zlatna Ribica,6,Tiramisu,confirmed,5,2026-06-17 12:00:00,Wednesday,June
2026-04-23,20,0,Sonic Restaurant,6,Rižoto sa plodovima mora,completed,4,2026-04-23 20:00:00,Thursday,April
2026-03-24,19,30,Villa Nova,2,Domaći sok,confirmed,5,2026-03-24 19:30:00,Tuesday,March
2026-02-11,19,30,Villa Nova,2,Karađorđeva šnicla,completed,3,2026-02-11 19:30:00,Wednesday,February
2026-06-18,19,30,Sonic Restaurant,2,Grilovani list,cancelled,3,2026-06-18 19:30:00,Thursday,June
2026-04-11,19,0,Stara Srpska Kuća,6,Punjene pečurke,confirmed,5,2026-04-11 19:00:00,Saturday,April
2026-01-06,20,0,Rustika,2,Palačinke,confirmed,4,2026-01-06 20:00:00,Tuesday,January
2026-06-29,12,0,Trpeza Balkana,4,Grilovani list,cancelled,5,2026-06-29 12:00:00,Monday,June
2026-01-26,12,30,Trpeza Balkana,3,Tiramisu,completed,4,2026-01-26 12:30:00,Monday,January
2026-03-05,21,30,Rustika,3,Pršuta i sir,confirmed,4,2026-03-05 21:30:00,Thursday,March
2026-07-06,19,0,Trpeza Balkana,2,Baklava,completed,5,2026-07-06 19:00:00,Monday,July
2026-07-03,20,0,Sonic Restaurant,4,Rižoto sa plodovima mora,confirmed,4,2026-07-03 20:00:00,Friday,July
2026-02-28,21,30,Trpeza Balkana,3,Karađorđeva šnicla,confirmed,5,2026-02-28 21:30:00,Saturday,February
2026-04-19,20,0,Sonic Restaurant,2,Palačinke,cancelled,4,2026-04-19 20:00:00,Sunday,April
2026-07-17,13,30,Trpeza Balkana,6,Tiramisu,completed,4,2026-07-17 13:30:00,Friday,July
2026-05-01,21,30,Zlatna Ribica,4,Pileći medaljoni,completed,4,2026-05-01 21:30:00,Friday,May
2026-02-02,20,0,Stara Srpska Kuća,2,Karađorđeva šnicla,confirmed,3,2026-02-02 20:00:00,Monday,February
2026-06-30,12,30,Zlatna Ribica,4,Karađorđeva šnicla,confirmed,5,2026-06-30 12:30:00,Tuesday,June
2026-05-30,20,0,Sonic Restaurant,1,Pršuta i sir,completed,4,2026-05-30 20:00:00,Saturday,May
2026-01-21,12,30,Sonic Restaurant,3,Karađorđeva šnicla,confirmed,5,2026-01-21 12:30:00,Wednesday,January
2026-07-17,13,30,Zlatna Ribica,4,Rižoto sa plodovima mora,confirmed,4,2026-07-17 13:30:00,Friday,July
2026-03-11,20,0,Sonic Restaurant,5,Grilovani list,confirmed,4,2026-03-11 20:00:00,Wednesday,March
2026-04-22,13,30,Trpeza Balkana,6,Šopska salata,completed,5,2026-04-22 13:30:00,Wednesday,April
2026-01-04,13,0,Stara Srpska Kuća,2,Karađorđeva šnicla,confirmed,5,2026-01-04 13:00:00,Sunday,January
2026-04-04,20,0,Trpeza Balkana,2,Pileći medaljoni,confirmed,3,2026-04-04 20:00:00,Saturday,April
2026-03-16,12,30,Rustika,2,Pršuta i sir,cancelled,4,2026-03-16 12:30:00,Monday,March
2026-07-09,19,0,Trpeza Balkana,5,Pršuta i sir,completed,3,2026-07-09 19:00:00,Thursday,July
2026-03-03,12,0,Sonic Restaurant,5,Rižoto sa plodovima mora,confirmed,4,2026-03-03 12:00:00,Tuesday,March
2026-04-04,12,0,Villa Nova,2,Grilovani list,completed,4,2026-04-04 12:00:00,Saturday,April
2026-04-05,20,0,Sonic Restaurant,2,Punjene pečurke,confirmed,5,2026-04-05 20:00:00,Sunday,April
2026-06-01,21,0,Stara Srpska Kuća,2,Baklava,confirmed,5,2026-06-01 21:00:00,Monday,June
2026-02-24,13,0,Sonic Restaurant,2,Punjene pečurke,completed,5,2026-02-24 13:00:00,Tuesday,February
2026-05-17,21,30,Stara Srpska Kuća,2,Tiramisu,confirmed,5,2026-05-17 21:30:00,Sunday,May
2026-05-11,12,0,Villa Nova,4,Šopska salata,confirmed,5,2026-05-11 12:00:00,Monday,May
2026-01-31,20,30,Stara Srpska Kuća,3,Šopska salata,completed,4,2026-01-31 20:30:00,Saturday,January
2026-02-09,19,30,Trpeza Balkana,2,Karađorđeva šnicla,cancelled,4,2026-02-09 19:30:00,Monday,February
2026-02-05,18,0,Trpeza Balkana,2,Rižoto sa plodovima mora,completed,4,2026-02-05 18:00:00,Thursday,February
2026-06-01,18,30,Stara Srpska Kuća,6,Pileći medaljoni,confirmed,5,2026-06-01 18:30:00,Monday,June
2026-01-06,12,30,Zlatna Ribica,1,Grilovani list,confirmed,2,2026-01-06 12:30:00,Tuesday,January
2026-03-07,20,0,Stara Srpska Kuća,6,Pileći medaljoni,confirmed,4,2026-03-07 20:00:00,Saturday,March
2026-03-16,21,0,Sonic Restaurant,1,Grilovani list,confirmed,4,2026-03-16 21:00:00,Monday,March
2026-01-04,19,0,Stara Srpska Kuća,4,Punjene pečurke,confirmed,4,2026-01-04 19:00:00,Sunday,January
2026-03-20,20,30,Villa Nova,4,Pileći medaljoni,completed,4,2026-03-20 20:30:00,Friday,March
2026-05-14,20,30,Villa Nova,4,Pileći medaljoni,confirmed,4,2026-05-14 20:30:00,Thursday,May
2026-04-28,20,0,Stara Srpska Kuća,2,Vino kuće,confirmed,4,2026-04-28 20:00:00,Tuesday,April
2026-04-23,18,0,Stara Srpska Kuća,2,Rižoto sa plodovima mora,completed,4,2026-04-23 18:00:00,Thursday,April
2026-04-04,12,30,Trpeza Balkana,1,Rižoto sa plodovima mora,confirmed,5,2026-04-04 12:30:00,Saturday,April
2026-06-28,20,30,Stara Srpska Kuća,2,Grilovani list,cancelled,5,2026-06-28 20:30:00,Sunday,June
2026-03-03,12,30,Rustika,2,Palačinke,confirmed,5,2026-03-03 12:30:00,Tuesday,March
2026-07-04,20,30,Zlatna Ribica,5,Pileći medaljoni,completed,4,2026-07-04 20:30:00,Saturday,July
2026-07-13,18,0,Sonic Restaurant,2,Pršuta i sir,cancelled,4,2026-07-13 18:00:00,Monday,July
2026-03-20,13,30,Rustika,4,Karađorđeva šnicla,completed,4,2026-03-20 13:30:00,Friday,March
2026-07-22,21,30,Sonic Restaurant,4,Pileći medaljoni,confirmed,3,2026-07-22 21:30:00,Wednesday,July
2026-05-16,19,30,Rustika,6,Grilovani list,cancelled,5,2026-05-16 19:30:00,Saturday,May
2026-01-26,19,30,Villa Nova,4,Šopska salata,confirmed,4,2026-01-26 19:30:00,Monday,January
2026-06-28,20,0,Stara Srpska Kuća,1,Baklava,confirmed,5,2026-06-28 20:00:00,Sunday,June
2026-06-22,19,0,Stara Srpska Kuća,5,Šopska salata,confirmed,4,2026-06-22 19:00:00,Monday,June
2026-02-13,21,30,Villa Nova,1,Šopska salata,confirmed,4,2026-02-13 21:30:00,Friday,February
2026-05-13,13,30,Rustika,2,Pileći medaljoni,confirmed,4,2026-05-13 13:30:00,Wednesday,May
2026-03-11,21,0,Stara Srpska Kuća,3,Šopska salata,confirmed,4,2026-03-11 21:00:00,Wednesday,March
2026-06-03,12,0,Rustika,5,Rižoto sa plodovima mora,confirmed,5,2026-06-03 12:00:00,Wednesday,June
2026-04-28,20,30,Sonic Restaurant,6,Punjene pečurke,completed,4,2026-04-28 20:30:00,Tuesday,April
2026-03-09,21,30,Stara Srpska Kuća,4,Grilovani list,confirmed,3,2026-03-09 21:30:00,Monday,March
2026-01-19,13,0,Rustika,6,Karađorđeva šnicla,completed,3,2026-01-19 13:00:00,Monday,January
2026-01-20,21,0,Stara Srpska Kuća,2,Rižoto sa plodovima mora,cancelled,4,2026-01-20 21:00:00,Tuesday,January
2026-04-23,20,0,Villa Nova,3,Pileći medaljoni,confirmed,4,2026-04-23 20:00:00,Thursday,April
2026-05-20,20,0,Stara Srpska Kuća,5,Grilovani list,completed,5,2026-05-20 20:00:00,Wednesday,May
2026-02-16,18,0,Zlatna Ribica,1,Šopska salata,cancelled,4,2026-02-16 18:00:00,Monday,February
2026-01-01,21,0,Stara Srpska Kuća,5,Karađorđeva šnicla,confirmed,4,2026-01-01 21:00:00,Thursday,January
2026-03-31,12,30,Zlatna Ribica,4,Grilovani list,confirmed,4,2026-03-31 12:30:00,Tuesday,March
2026-05-22,20,0,Trpeza Balkana,1,Šopska salata,completed,4,2026-05-22 20:00:00,Friday,May
2026-03-05,19,0,Stara Srpska Kuća,4,Rižoto sa plodovima mora,cancelled,5,2026-03-05 19:00:00,Thursday,March
2026-02-07,21,0,Zlatna Ribica,1,Punjene pečurke,completed,4,2026-02-07 21:00:00,Saturday,February
2026-02-06,20,0,Sonic Restaurant,2,Pršuta i sir,confirmed,3,2026-02-06 20:00:00,Friday,February
2026-05-06,18,30,Stara Srpska Kuća,3,Tiramisu,cancelled,4,2026-05-06 18:30:00,Wednesday,May
2026-05-19,20,30,Rustika,2,Pršuta i sir,confirmed,4,2026-05-19 20:30:00,Tuesday,May
2026-04-10,20,0,Sonic Restaurant,1,Karađorđeva šnicla,confirmed,4,2026-04-10 20:00:00,Friday,April
2026-03-18,21,30,Zlatna Ribica,4,Rižoto sa plodovima mora,confirmed,5,2026-03-18 21:30:00,Wednesday,March
2026-01-03,19,30,Zlatna Ribica,5,Karađorđeva šnicla,confirmed,3,2026-01-03 19:30:00,Saturday,January
2026-06-10,19,30,Zlatna Ribica,5,Tiramisu,completed,5,2026-06-10 19:30:00,Wednesday,June
2026-05-14,12,30,Stara Srpska Kuća,5,Karađorđeva šnicla,cancelled,5,2026-05-14 12:30:00,Thursday,May
2026-06-27,13,30,Sonic Restaurant,4,Rižoto sa plodovima mora,completed,5,2026-06-27 13:30:00,Saturday,June
2026-01-10,12,30,Sonic Restaurant,2,Grilovani list,confirmed,4,2026-01-10 12:30:00,Saturday,January
2026-01-05,12,0,Trpeza Balkana,1,Baklava,completed,3,2026-01-05 12:00:00,Monday,January
